Destination_ID,Destination_Name,State,City,Category,Description,Best_Season,Avoid_Season,Ideal_Duration_Days,Budget_Category,Budget_Per_Person_INR,Hotel_Cost_Per_Night_INR,Food_Cost_Per_Day_INR,Local_Transport_Cost_INR,Family_Friendly,Couple_Friendly,Solo_Friendly,Friends_Friendly,Kids_Friendly,Senior_Citizen_Friendly,Adventure_Level,Nature_Score,Historical_Score,Religious_Score,Shopping_Score,Nightlife_Score,Safety_Score,Cleanliness_Score,Accessibility,Average_Temperature_C,Rainfall_Level,Altitude_Meters,UNESCO_Heritage,Nearest_Airport,Nearest_Railway,Latitude,Longitude,Rating,Number_of_Reviews,Popular_Activities,Nearby_Attractions,Recommended_Months,Languages_Spoken,Famous_For,Suitable_For,Parking_Available,Pet_Friendly,Wheelchair_Accessible,Eco_Tourism,Image_URL
619,Jaipur,Rajasthan,Jaipur,Pilgrimage,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,100,,272,NO,yes,YES,Yes,Y,NO,5,4,3,9,,,4,4,Easy,36,High,2869,Yes,Airport,Railway Station,17.103925,96.887188,3.2,3123,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,Yes,no,YES,N,https://example.com/image.jpg
620,Mysuru Palace,Karnataka,Mysuru,Religious,Popular tourist destination,Winter,Summer,05 Days,High,5000,3000,200.0,946,N,Y,No,Yes,No,Yes,6,6,7,8,,,1,10,NA,29,High,2848,yes,Airport,Railway Station,28.299075,68.679485,4.0,3388,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,YES,Yes,no,NO,https://example.com/image.jpg
621,Varanasi Ghats,Uttar Pradesh,Varanasi,Lake,Popular tourist destination,Winter,Summer,Five Days,Luxury,5000,100,,149,Yes,Yes,No,YES,NO,No,3,3,8,5,,,5,10,Difficult,35,High,274,Yes,Airport,Railway Station,33.098567,78.644176,2.7,26033,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,NO,Yes,no,No,https://example.com/image.jpg
622,Amritsar,Punjab,Amritsar,Nature,Popular tourist destination,Winter,Summer,5,Medium,5000,100,200.0,470,N,No,no,N,N,YES,5,8,1,9,,1.0,2,2,NA,26,Medium,1977,Y,Airport,Railway Station,21.988359,69.902521,4.9,15534,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Solo,N,YES,YES,Yes,https://example.com/image.jpg
623,Manali,Himachal Pradesh,Manali,Island,Popular tourist destination,Winter,Summer,5,Low,250,1500,1000.0,1250,Yes,No,no,no,yes,Yes,1,4,4,10,2.0,6.0,2,8,NA,29,Medium,1165,Yes,Airport,Railway Station,19.67173,86.191975,2.6,41929,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,Y,YES,Yes,No,https://example.com/image.jpg
624,Amritsar,Punjab,Amritsar,Waterfall,Popular tourist destination,Winter,Summer,05 Days,Medium,12000,30000,500.0,1329,yes,No,no,YES,N,YES,5,9,5,7,3.0,6.0,3,7,Easy,29,Low,732,Y,Airport,Railway Station,33.810534,75.553223,,48796,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Senior Citizens,yes,N,N,YES,https://example.com/image.jpg
625,Mysuru Palace,Karnataka,Mysuru,Pilgrimage,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,3000,200.0,821,YES,no,yes,YES,yes,Yes,7,5,6,4,,,4,5,Difficult,16,Low,857,Y,Airport,Railway Station,28.143391,96.195506,4.9,30477,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,NO,Yes,Yes,Y,https://example.com/image.jpg
626,Mysuru Palace,Karnataka,Mysuru,Historical,Popular tourist destination,Winter,Summer,05 Days,High,5000,30000,500.0,870,Y,YES,N,No,NO,No,7,3,10,7,2.0,,9,3,Easy,28,High,166,No,Airport,Railway Station,32.793761,89.230723,4.2,45160,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,Yes,NO,N,N,https://example.com/image.jpg
627,Munnar,Kerala,Munnar,National Park,,Winter,Summer,5,Unknown,12000,100,,1726,No,NO,Y,YES,NO,NO,5,5,2,8,7.0,5.0,9,10,NA,37,High,2133,Yes,Airport,Railway Station,24.515897,93.759599,3.2,31934,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,yes,yes,yes,yes,https://example.com/image.jpg
628,Varanasi Ghats,Uttar Pradesh,Varanasi,Religious,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,100,1000.0,804,Y,Y,no,N,no,yes,5,3,2,2,,,5,6,Easy,29,Medium,3277,yes,Airport,Railway Station,19.992368,,3.2,14271,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Solo,Yes,Y,Y,N,https://example.com/image.jpg
629,Amritsar,Punjab,Amritsar,Fort,Popular tourist destination,Winter,Summer,5 Days,High,999999,3000,500.0,709,Yes,N,NO,NO,No,No,3,1,10,3,,6.0,4,8,Easy,20,Low,40,NO,Airport,Railway Station,9.008369,88.379074,3.4,11770,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Solo,Y,N,No,YES,https://example.com/image.jpg
630,Ooty,Tamil Nadu,Ooty,National Park,Popular tourist destination,Winter,Summer,05 Days,Medium,5000,30000,,417,Y,no,yes,NO,YES,Y,1,5,2,7,,,1,8,NA,35,High,1800,YES,Airport,Railway Station,32.617633,72.078452,3.5,22154,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Couple,yes,no,NO,Y,https://example.com/image.jpg
631,Ooty,Tamil Nadu,Ooty,Lake,Popular tourist destination,Winter,Summer,5 Days,Medium,5000,1500,1000.0,1309,Y,N,NO,no,yes,Y,1,10,8,6,10.0,,5,3,Moderate,23,High,255,NO,Airport,Railway Station,29.835744,80.091883,2.7,46388,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,No,NO,NO,No,https://example.com/image.jpg
632,Ooty,Tamil Nadu,Ooty,Religious,,Winter,Summer,5 Days,Low,250,100,500.0,260,yes,Y,No,No,yes,No,5,2,7,1,9.0,3.0,8,1,Easy,5,Low,1297,Yes,Airport,Railway Station,15.307174,85.619371,3.2,47206,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Family,No,Y,Yes,Y,https://example.com/image.jpg
633,Ooty,Tamil Nadu,Ooty,Historical,Popular tourist destination,Winter,Summer,5 Days,Medium,999999,1500,1000.0,1920,Yes,YES,Y,YES,No,NO,2,8,1,8,,9.0,5,10,Difficult,29,Low,702,yes,Airport,Railway Station,,76.372556,2.9,43674,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,NO,NO,yes,N,https://example.com/image.jpg
634,Mysuru Palace,Karnataka,Mysuru,Historical,Popular tourist destination,Winter,Summer,5,Luxury,250,1500,,1332,yes,YES,NO,Yes,YES,no,5,10,4,2,1.0,4.0,8,9,Difficult,36,Low,3492,N,Airport,Railway Station,25.99132,76.307012,4.4,20072,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,N,Y,No,Yes,https://example.com/image.jpg
635,Amritsar,Punjab,Amritsar,Forest,Popular tourist destination,Winter,Summer,5,Unknown,5000,30000,1000.0,1417,no,N,N,Y,Yes,YES,0,10,9,7,6.0,9.0,6,9,Easy,13,High,2238,YES,Airport,Railway Station,8.987767,82.39933,2.8,11510,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Backpackers,Y,Y,yes,Yes,https://example.com/image.jpg
636,Ooty,Tamil Nadu,Ooty,Religious,Popular tourist destination,Winter,Summer,5,Luxury,250,1500,500.0,131,no,NO,Y,no,No,YES,0,3,8,7,8.0,,6,9,Easy,15,Medium,182,NO,Airport,Railway Station,34.211316,74.880029,4.5,21853,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Solo,Y,no,Y,Y,https://example.com/image.jpg
637,Manali,Himachal Pradesh,Manali,Palace,Popular tourist destination,Winter,Summer,Five Days,Medium,999999,1500,,935,No,yes,yes,Y,no,Y,6,6,7,8,,5.0,6,9,Moderate,6,High,1109,no,Airport,Railway Station,,84.07757,3.1,35377,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Senior Citizens,NO,Y,yes,no,https://example.com/image.jpg
638,Munnar,Kerala,Munnar,Palace,Popular tourist destination,Winter,Summer,Five Days,Medium,12000,30000,1000.0,1946,No,YES,Y,Yes,no,NO,5,7,10,10,7.0,5.0,3,9,Difficult,32,Low,3211,N,Airport,Railway Station,28.379817,74.088274,4.1,31853,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Backpackers,No,yes,yes,yes,https://example.com/image.jpg
639,Munnar,Kerala,Munnar,Hill Station,Popular tourist destination,Winter,Summer,05 Days,Luxury,999999,30000,200.0,1748,Y,N,No,N,N,yes,6,10,3,5,4.0,,2,3,Easy,27,High,1795,YES,Airport,Railway Station,31.207415,73.2628,3.8,14031,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,N,Yes,Yes,YES,https://example.com/image.jpg
640,Munnar,Kerala,Munnar,Waterfall,Popular tourist destination,Winter,Summer,5 Days,Unknown,12000,100,500.0,1292,NO,no,no,No,Y,N,2,7,1,2,5.0,,9,2,Moderate,28,Medium,3410,No,Airport,Railway Station,14.389395,96.497819,4.8,26114,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Solo,No,No,YES,no,https://example.com/image.jpg
641,Mysuru Palace,Karnataka,Mysuru,Waterfall,Popular tourist destination,Winter,Summer,Five Days,Luxury,999999,30000,,833,no,NO,yes,yes,Y,Yes,4,1,3,2,,6.0,6,5,NA,35,Medium,1309,Y,Airport,Railway Station,24.871218,78.902888,4.6,42516,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,YES,Yes,NO,Y,https://example.com/image.jpg
642,Amritsar,Punjab,Amritsar,Waterfall,Popular tourist destination,Winter,Summer,5 Days,Luxury,250,3000,500.0,273,N,No,No,NO,no,no,7,4,9,8,9.0,1.0,6,2,Easy,6,High,3389,yes,Airport,Railway Station,8.527158,75.614127,4.2,16130,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,N,No,Y,No,https://example.com/image.jpg
643,Amritsar, Punjab ,Amritsar,Pilgrimage,Popular tourist destination,Winter,Summer,5,Unknown,5000,3000,,1375,YES,yes,No,No,no,no,2,1,9,4,4.0,,4,3,Difficult,33,Low,21,YES,Airport,Railway Station,19.904096,73.571945,,18624,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,NO,NO,no,N,https://example.com/image.jpg
644,Varanasi Ghats,Uttar Pradesh,Varanasi,Religious,Popular tourist destination,Winter,Summer,5 Days,Luxury,250,3000,1000.0,877,NO,No,yes,NO,NO,Y,4,6,8,2,9.0,8.0,3,6,NA,13,Medium,384,Yes,Airport,Railway Station,34.4538,70.805462,,4668,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,YES,Y,no,No,https://example.com/image.jpg
645,Amritsar,Punjab,Amritsar,Waterfall,Popular tourist destination,Winter,Summer,Five Days,Low,250,3000,200.0,1696,No,N,no,Y,YES,Y,5,7,9,2,,,2,2,Easy,12,Low,368,N,Airport,Railway Station,12.926927,94.83636,,33015,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,yes,YES,NO,no,https://example.com/image.jpg
646,Varanasi Ghats,Uttar Pradesh,Varanasi,Island,,Winter,Summer,05 Days,High,999999,100,,435,no,N,Y,no,yes,Y,0,2,8,3,,,9,5,Difficult,11,Low,2272,No,Airport,Railway Station,24.048402,96.627347,4.3,6929,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Senior Citizens,N,N,No,Y,https://example.com/image.jpg
647,Jaipur,Rajasthan,Jaipur,Nature,Popular tourist destination,Winter,Summer,Five Days,Low,999999,3000,,797,yes,no,Y,yes,YES,Y,5,7,2,10,4.0,5.0,4,2,Moderate,23,Medium,814,YES,Airport,Railway Station,27.553032,93.693966,4.6,33606,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Other,YES,No,no,yes,https://example.com/image.jpg
648,Amritsar,Punjab,Amritsar,Fort,Popular tourist destination,Winter,Summer,Five Days,Medium,999999,30000,,738,NO,no,Yes,NO,Y,no,1,2,9,8,,,4,10,Difficult,31,Low,251,yes,Airport,Railway Station,31.463135,,2.5,21485,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Friends,Y,N,yes,no,https://example.com/image.jpg
649,Jaipur,Rajasthan,Jaipur,Forest,Popular tourist destination,Winter,Summer,5 Days,High,12000,30000,,665,yes,Yes,yes,no,NO,yes,0,6,1,1,,,10,7,NA,33,High,1543,NO,Airport,Railway Station,,82.263537,4.7,14950,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,no,YES,no,NO,https://example.com/image.jpg
650,Goa Beaches,Goa,Panaji,Wildlife,,Winter,Summer,5 Days,Medium,999999,1500,200.0,983,no,YES,Y,Yes,no,No,4,6,6,4,,,8,6,Difficult,15,High,2762,yes,Airport,Railway Station,15.268807,86.449496,3.9,32183,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Family,Yes,Y,YES,no,https://example.com/image.jpg
651,Munnar,Kerala,Munnar,Desert,Popular tourist destination,Winter,Summer,Five Days,Luxury,999999,1500,,1383,NO,YES,NO,No,N,No,1,10,1,8,,6.0,9,1,Difficult,18,Medium,1010,no,Airport,Railway Station,13.230485,81.078279,3.2,6069,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Luxury Travelers,yes,YES,Y,Y,https://example.com/image.jpg
652,Munnar,Kerala,Munnar,Beach,Popular tourist destination,Winter,Summer,Five Days,High,999999,100,500.0,910,No,YES,No,yes,No,NO,4,8,1,3,,,9,8,Easy,22,Medium,1959,no,Airport,Railway Station,30.090127,,4.1,38262,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,No,Y,Yes,Yes,https://example.com/image.jpg
653,Ooty,Tamil Nadu,Ooty,Wildlife,Popular tourist destination,Winter,Summer,5 Days,High,5000,30000,200.0,1802,Yes,Yes,Y,N,yes,YES,4,8,2,8,6.0,10.0,2,10,Moderate,17,High,2644,NO,Airport,Railway Station,10.083304,73.60757,2.5,47192,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Senior Citizens,Yes,N,N,YES,https://example.com/image.jpg
654,Ooty,Tamil Nadu,Ooty,Wildlife,Popular tourist destination,Winter,Summer,5 Days,Medium,999999,1500,1000.0,137,Yes,yes,No,Yes,N,YES,6,3,2,4,5.0,10.0,7,2,Moderate,14,Low,333,no,Airport,Railway Station,32.175367,85.49869,4.5,25699,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,Y,Yes,YES,NO,https://example.com/image.jpg
655,Mysuru Palace,Karnataka,Mysuru,Palace,Popular tourist destination,Winter,Summer,5 Days,Low,999999,100,500.0,188,Y,NO,Yes,NO,N,NO,1,2,5,9,2.0,,2,5,Moderate,37,High,2524,Y,Airport,Railway Station,12.824375,76.579322,4.9,41382,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Couple,Yes,No,NO,YES,https://example.com/image.jpg
656,Jaipur,Rajasthan,Jaipur,Forest,Popular tourist destination,Winter,Summer,Five Days,Low,999999,1500,1000.0,1358,Yes,N,Y,yes,YES,YES,1,5,2,1,,,2,10,Moderate,21,High,2490,NO,Airport,Railway Station,30.602074,92.911511,2.6,21321,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Couple,No,Yes,yes,YES,https://example.com/image.jpg
657,Varanasi Ghats,Uttar Pradesh,Varanasi,Pilgrimage,Popular tourist destination,Winter,Summer,Five Days,Low,250,3000,,299,no,No,N,Y,N,YES,4,1,4,5,2.0,5.0,7,5,NA,18,High,477,N,Airport,Railway Station,30.57476,86.317366,4.0,44593,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,NO,Yes,Yes,yes,https://example.com/image.jpg
658,Jaipur,Rajasthan,Jaipur,Fort,Popular tourist destination,Winter,Summer,05 Days,Medium,999999,1500,500.0,1456,YES,yes,Y,no,N,no,6,9,3,9,9.0,,1,4,Moderate,18,High,2876,YES,Airport,Railway Station,,78.15557,2.8,13298,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Senior Citizens,Yes,NO,No,YES,https://example.com/image.jpg
659,Munnar,Kerala,Munnar,Waterfall,,Winter,Summer,05 Days,Low,250,30000,500.0,412,NO,Yes,N,Yes,Y,NO,0,8,2,1,7.0,,9,8,Difficult,19,Low,3364,N,,Railway Station,,88.939996,3.2,32014,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,N,NO,Yes,NO,https://example.com/image.jpg
660,Goa Beaches,Goa,Panaji,Beach,,Winter,Summer,Five Days,Medium,12000,100,1000.0,450,N,No,YES,no,Yes,Y,5,2,5,1,,,6,5,Moderate,16,Medium,2639,yes,Airport,Railway Station,14.777658,95.459029,3.0,46297,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Other,Yes,Yes,yes,N,https://example.com/image.jpg
661,Goa Beaches,Goa,Panaji,Palace,Popular tourist destination,Winter,Summer,Five Days,Low,5000,100,1000.0,192,No,no,YES,N,Y,no,2,6,8,9,6.0,,7,2,Difficult,15,Medium,1746,Y,Airport,Railway Station,32.883791,92.151304,4.6,33665,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,No,N,Yes,N,https://example.com/image.jpg
662,Amritsar,Punjab,Amritsar,Fort,Popular tourist destination,Winter,Summer,5,Low,12000,1500,,1660,Y,Yes,yes,Y,Yes,no,7,2,6,7,6.0,6.0,9,7,NA,32,High,2161,Y,Airport,Railway Station,15.980841,71.412149,4.1,33182,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Other,no,Yes,N,NO,https://example.com/image.jpg
663,Varanasi Ghats,Uttar Pradesh,Varanasi,Nature,Popular tourist destination,Winter,Summer,Five Days,Low,999999,3000,200.0,816,YES,Y,Yes,Y,YES,NO,0,7,9,1,,9.0,9,8,Difficult,7,Medium,2804,Y,Airport,Railway Station,28.633943,92.286246,4.4,41878,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Couple,No,NO,Yes,YES,https://example.com/image.jpg
664,Ooty,Tamil Nadu,Ooty,Lake,Popular tourist destination,Winter,Summer,5 Days,Unknown,5000,30000,,587,no,yes,N,No,YES,Yes,2,4,7,10,4.0,9.0,5,1,Easy,28,Medium,852,yes,Airport,Railway Station,21.347769,68.538674,4.7,27586,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,Y,Yes,Y,YES,https://example.com/image.jpg
665,Jaipur,Rajasthan,Jaipur,Forest,Popular tourist destination,Winter,Summer,5,Low,12000,100,1000.0,1881,N,yes,NO,NO,NO,No,0,7,8,9,9.0,,8,5,Easy,28,High,1412,yes,Airport,Railway Station,33.990085,79.714689,3.9,12737,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,Y,NO,YES,Yes,https://example.com/image.jpg
666,Ooty,Tamil Nadu,Ooty,Fort,Popular tourist destination,Winter,Summer,05 Days,High,5000,1500,,1314,Yes,NO,No,Y,Y,Yes,4,7,1,1,1.0,6.0,7,9,Easy,35,High,3393,yes,Airport,Railway Station,10.705437,92.904126,4.5,23003,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Other,yes,N,no,N,https://example.com/image.jpg
667,Manali,Himachal Pradesh,Manali,Wildlife,Popular tourist destination,Winter,Summer,Five Days,High,999999,100,200.0,1651,no,NO,YES,yes,Yes,yes,6,6,3,5,2.0,3.0,7,9,Easy,15,Low,2340,NO,Airport,Railway Station,20.669888,79.768899,4.9,9434,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,YES,yes,Y,YES,https://example.com/image.jpg
668,Amritsar,Punjab,Amritsar,Wildlife,Popular tourist destination,Winter,Summer,Five Days,High,5000,1500,200.0,1383,YES,no,Yes,Yes,Yes,no,2,10,10,9,,7.0,9,8,Difficult,34,Low,2531,Yes,Airport,Railway Station,25.894023,73.904167,4.7,41190,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,No,Y,no,YES,https://example.com/image.jpg
669,Munnar,kerala,Munnar,Wildlife,Popular tourist destination,Winter,Summer,05 Days,High,999999,3000,500.0,1877,N,no,Y,Yes,yes,no,2,2,5,1,,7.0,2,10,Easy,21,High,1812,NO,Airport,Railway Station,11.897978,93.872638,5.8,2460,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Other,NO,Yes,yes,yes,https://example.com/image.jpg
670,Manali,Himachal Pradesh,Manali,Beach,Popular tourist destination,Winter,Summer,5 Days,Medium,999999,100,,1289,NO,Y,yes,No,NO,N,2,10,3,8,,,4,4,Easy,36,High,1029,no,Airport,Railway Station,16.732557,88.796446,3.7,35748,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,yes,YES,YES,YES,https://example.com/image.jpg
671,Mysuru Palace,Karnataka,Mysuru,Waterfall,Popular tourist destination,Winter,Summer,5 Days,Low,250,30000,500.0,1104,yes,no,No,NO,NO,No,3,3,2,2,,9.0,9,2,NA,17,Low,3112,Y,Airport,Railway Station,17.948055,88.293341,4.8,47453,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,YES,Yes,Yes,no,https://example.com/image.jpg
672,Mysuru Palace,Karnataka,Mysuru,Religious,Popular tourist destination,Winter,Summer,5,Luxury,999999,30000,,515,YES,No,N,NO,No,Yes,4,7,10,7,,10.0,6,8,Easy,26,High,1099,N,Airport,Railway Station,13.870575,80.797803,,48499,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,yes,No,yes,YES,https://example.com/image.jpg
673,Varanasi Ghats,Uttar Pradesh,Varanasi,Lake,Popular tourist destination,Winter,Summer,05 Days,Medium,250,3000,500.0,229,YES,No,yes,YES,N,Y,7,4,9,8,,9.0,2,4,Difficult,7,Low,3087,no,Airport,Railway Station,34.072684,81.336781,3.6,657,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Backpackers,yes,N,N,YES,https://example.com/image.jpg
674,Amritsar,Punjab,Amritsar,Historical,Popular tourist destination,Winter,Summer,5,Low,5000,100,1000.0,708,YES,NO,yes,NO,NO,no,7,7,8,7,5.0,4.0,5,6,Moderate,36,High,2643,yes,Airport,Railway Station,27.650597,93.78214,3.7,24522,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,yes,YES,NO,Y,https://example.com/image.jpg
675,Jaipur,Rajasthan,Jaipur,Wildlife,Popular tourist destination,Winter,Summer,5 Days,Low,250,100,200.0,1803,no,N,Y,Yes,NO,Y,3,3,3,8,6.0,6.0,10,3,Difficult,12,High,1585,NO,Airport,Railway Station,19.235995,93.051644,4.1,16059,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,yes,Yes,N,YES,https://example.com/image.jpg
676,Mysuru Palace,Karnataka,Mysuru,Adventure,Popular tourist destination,Winter,Summer,Five Days,High,12000,3000,500.0,933,NO,NO,Y,yes,YES,no,2,3,6,3,,9.0,2,4,NA,36,High,2293,yes,Airport,Railway Station,24.053645,81.913687,4.9,8011,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,Y,N,NO,NO,https://example.com/image.jpg
677,Goa Beaches,Goa,Panaji,Adventure,Popular tourist destination,Winter,Summer,Five Days,Low,999999,100,,410,yes,yes,YES,yes,Yes,Yes,5,9,3,3,4.0,1.0,2,1,NA,9,High,2709,yes,Airport,Railway Station,34.498174,85.142004,5.8,34925,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,Y,Y,Yes,Yes,https://example.com/image.jpg
678,Mysuru Palace,Karnataka,Mysuru,Pilgrimage,Popular tourist destination,Winter,Summer,5,Medium,5000,1500,500.0,688,N,Y,Yes,Yes,yes,No,0,4,8,8,,,4,5,Moderate,26,High,2782,No,Airport,Railway Station,10.126317,89.267688,4.4,32167,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,N,YES,NO,NO,https://example.com/image.jpg
679,Amritsar,Punjab,Amritsar,Forest,Popular tourist destination,Winter,Summer,5,Medium,5000,3000,500.0,1550,yes,NO,yes,yes,YES,Y,0,8,5,5,4.0,2.0,4,8,Difficult,18,Medium,507,yes,Airport,Railway Station,23.433049,72.637672,4.2,30795,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,NO,yes,N,YES,https://example.com/image.jpg
680,Manali,Himachal Pradesh,Manali,Palace,Popular tourist destination,Winter,Summer,5,High,999999,3000,500.0,178,yes,yes,Yes,No,N,no,0,7,5,2,,,9,1,Easy,6,Low,2502,Yes,Airport,Railway Station,10.056566,91.305553,4.7,25031,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Couple,N,YES,yes,No,https://example.com/image.jpg
